"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"United States","311423","Dried and Dehydrated Food Manufacturing","2022","239","282","8,641,507","957,431","231,900","17,245","611,245","146,720","13,105","25,335","346,186","85,180","4,140","322,577","129,237","21,862","27,114","144,364","4,448,594","4,191,765","60,227","46,903","77,719","71,980","803,225","D","D","4,303,223","1,364,759","599,396","237,963","527,400","1,594,806","674,314","273,355","647,137","2,993,581","767,021","2,226,560","158,458","50,880","107,578","2,421","2,790","102,367","33,014","2,449","30,565","3,119,025","815,452","2,303,573","204,729","68,590","42,694","25,896","615,481","99,255","8,738","3,312","6,807","4,788","76,592","39,180","41,872","33,673","28,888","272,376","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","3115","Dairy Product Manufacturing","2022","1,176","1,696","157,245,210","10,233,986","2,505,625","162,368","7,003,160","1,717,060","120,847","246,525","3,230,826","788,565","41,521","3,193,243","1,423,281","191,142","344,489","1,234,331","113,166,508","109,063,828","1,877,981","585,134","655,211","984,354","11,948,720","1,426,553","D","45,064,700","9,497,398","5,111,022","1,130,331","3,256,045","11,148,118","6,231,292","996,059","3,920,767","54,906,573","14,891,429","40,015,144","2,957,522","581,509","2,376,013","49,247","67,066","2,259,700","683,493","87,824","595,669","57,180,602","15,385,114","41,795,488","3,638,308","558,175","281,025","277,150","6,841,857","568,710","38,077","28,309","33,085","45,875","1,376,146","698,602","259,567","444,848","305,672","3,042,966","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"United States","31151","Dairy Product (except Frozen) Manufacturing","2022","766","1,238","146,858,804","8,936,839","2,189,442","139,329","6,136,323","1,507,777","104,468","214,197","2,800,516","681,665","34,861","2,778,517","1,266,616","164,496","310,468","1,036,937","107,305,140","103,473,040","1,758,427","569,337","631,108","873,228","10,525,030","D","D","40,398,953","8,575,981","4,556,395","1,109,142","2,910,444","10,028,524","5,568,684","942,142","3,517,698","50,897,188","13,744,104","37,153,084","2,744,336","532,183","2,212,153","42,177","63,695","2,106,281","603,576","71,926","531,650","53,037,948","14,204,361","38,833,587","3,369,234","506,640","245,352","261,288","6,014,562","467,316","34,283","24,522","31,420","41,422","1,198,432","622,788","205,343","378,422","275,089","2,735,525","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"United States","311511","Fluid Milk Manufacturing","2022","241","437","50,571,309","3,745,734","914,462","59,498","2,377,760","581,623","39,948","79,040","1,367,974","332,839","19,550","1,191,560","567,513","88,478","95,770","439,799","34,686,119","32,389,572","1,368,631","382,678","195,872","349,366","4,325,447","14,494","D","16,021,592","1,858,824","871,570","40,189","947,065","2,118,891","1,007,328","40,833","1,070,730","20,932,801","5,643,101","15,289,700","1,269,215","185,096","1,084,119","17,547","16,061","1,050,511","314,654","20,316","294,338","21,887,362","5,807,881","16,079,481","1,387,559","263,705","83,940","179,765","2,819,276","140,832","5,835","8,569","8,739","22,683","598,208","317,668","99,580","178,235","153,968","1,284,959","50% to less than 60%","50% to less than 60%","50% to less than 60%"
"United States","311512","Creamery Butter Manufacturing","2022","45","58","8,879,001","246,240","57,599","3,656","153,364","36,325","2,718","5,587","92,876","21,274","938","98,066","47,382","12,057","6,493","32,134","7,844,981","7,717,351","4,192","20,827","50,132","52,479","472,443","D","0","1,085,368","330,643","283,543","11,909","35,191","389,668","332,022","14,778","42,868","1,542,697","409,164","1,133,533","D","D","59,474","D","D","D","D","470","D","1,592,467","416,145","1,176,322","69,068","16,627","13,773","2,854","287,721","14,226","1,296","995","1,316","971","46,353","34,901","1,989","16,167","5,438","164,069","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"United States","311513","Cheese Manufacturing","2022","397","564","66,303,118","3,680,136","905,883","58,670","2,760,476","679,044","48,807","102,627","919,660","226,839","9,863","1,106,493","493,229","41,209","156,784","415,271","50,697,954","49,756,049","234,351","109,521","262,655","335,378","4,043,437","477,727","0","16,136,712","4,683,845","2,512,760","948,046","1,223,039","5,532,784","3,231,087","761,267","1,540,430","20,247,882","5,734,871","14,513,011","1,023,002","287,481","735,521","17,431","29,000","689,090","213,663","40,946","172,717","21,057,221","5,981,406","15,075,815","1,455,449","158,679","108,899","49,780","2,026,446","252,596","13,281","10,157","18,823","13,676","368,342","196,160","93,605","102,418","86,764","870,624","20% to less than 30%","10% to less than 20%","10% to less than 20%"
"United States","311514","Dry, Condensed, and Evaporated Dairy Product Manufacturing","2022","129","179","21,105,376","1,264,729","311,498","17,505","844,723","210,785","12,995","26,943","420,006","100,713","4,510","382,398","158,492","22,752","51,421","149,733","14,076,086","13,610,068","151,253","56,311","122,449","136,005","1,683,703","D","0","7,155,281","1,702,669","888,522","108,998","705,149","1,987,181","998,247","125,264","863,670","8,173,808","1,956,968","6,216,840","D","D","333,039","D","D","D","D","10,194","D","8,500,898","1,998,929","6,501,969","457,158","67,629","38,740","28,889","881,119","59,662","13,871","4,801","2,542","4,092","185,529","74,059","10,169","81,602","28,919","415,873","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"United States","31152","Ice Cream and Frozen Dessert Manufacturing","2022","421","458","10,386,406","1,297,147","316,183","23,039","866,837","209,283","16,379","32,328","430,310","106,900","6,660","414,726","156,665","26,646","34,021","197,394","5,861,368","5,590,788","119,554","15,797","24,103","111,126","1,423,690","D","0","4,665,747","921,417","554,627","21,189","345,601","1,119,594","662,608","53,917","403,069","4,009,385","1,147,325","2,862,060","213,186","49,326","163,860","7,070","3,371","153,419","79,917","15,898","64,019","4,142,654","1,180,753","2,961,901","269,074","51,535","35,673","15,862","827,295","101,394","3,794","3,787","1,665","4,453","177,714","75,814","54,224","66,426","30,583","307,441","50% to less than 60%","40% to less than 50%","50% to less than 60%"
"United States","311520","Ice Cream and Frozen Dessert Manufacturing","2022","421","458","10,386,406","1,297,147","316,183","23,039","866,837","209,283","16,379","32,328","430,310","106,900","6,660","414,726","156,665","26,646","34,021","197,394","5,861,368","5,590,788","119,554","15,797","24,103","111,126","1,423,690","D","0","4,665,747","921,417","554,627","21,189","345,601","1,119,594","662,608","53,917","403,069","4,009,385","1,147,325","2,862,060","213,186","49,326","163,860","7,070","3,371","153,419","79,917","15,898","64,019","4,142,654","1,180,753","2,961,901","269,074","51,535","35,673","15,862","827,295","101,394","3,794","3,787","1,665","4,453","177,714","75,814","54,224","66,426","30,583","307,441","50% to less than 60%","40% to less than 50%","50% to less than 60%"
"United States","3116","Animal Slaughtering and Processing","2022","3,149","3,870","303,646,203","27,181,523","6,347,550","535,134","21,285,560","4,940,665","458,398","936,041","5,895,963","1,406,885","76,736","6,367,156","2,733,986","113,181","412,485","3,107,504","208,227,555","203,406,761","1,298,318","772,447","992,890","1,757,139","22,335,702","22,289","D","96,394,560","10,659,646","6,575,089","1,313,626","2,770,931","11,984,649","7,444,858","1,419,769","3,120,022","63,140,287","21,669,916","41,470,371","4,972,830","1,470,604","3,502,226","122,300","53,576","3,326,350","1,185,943","280,043","905,900","66,927,174","22,860,477","44,066,697","4,531,128","820,745","316,652","504,093","12,830,379","2,176,212","118,030","90,388","47,349","70,717","3,010,593","1,029,739","430,064","874,918","416,963","4,565,406","20% to less than 30%","10% to less than 20%","10% to less than 20%"
"United States","31161","Animal Slaughtering and Processing","2022","3,149","3,870","303,646,203","27,181,523","6,347,550","535,134","21,285,560","4,940,665","458,398","936,041","5,895,963","1,406,885","76,736","6,367,156","2,733,986","113,181","412,485","3,107,504","208,227,555","203,406,761","1,298,318","772,447","992,890","1,757,139","22,335,702","22,289","D","96,394,560","10,659,646","6,575,089","1,313,626","2,770,931","11,984,649","7,444,858","1,419,769","3,120,022","63,140,287","21,669,916","41,470,371","4,972,830","1,470,604","3,502,226","122,300","53,576","3,326,350","1,185,943","280,043","905,900","66,927,174","22,860,477","44,066,697","4,531,128","820,745","316,652","504,093","12,830,379","2,176,212","118,030","90,388","47,349","70,717","3,010,593","1,029,739","430,064","874,918","416,963","4,565,406","20% to less than 30%","10% to less than 20%","10% to less than 20%"
"United States","311611","Animal (except Poultry) Slaughtering","2022","1,429","1,495","124,669,571","8,616,215","1,936,783","152,843","7,264,061","1,622,383","134,499","289,414","1,352,154","314,400","18,344","1,904,698","791,078","30,754","111,489","971,377","88,051,818","87,115,719","105,848","129,937","248,005","452,309","5,917,209","4,343","D","36,994,555","3,749,975","2,839,591","476,309","434,075","4,162,019","3,151,738","540,964","469,317","16,647,352","6,314,410","10,332,942","1,136,364","379,164","757,200","13,280","18,986","724,934","281,295","168,493","112,802","17,502,421","6,525,081","10,977,340","1,165,906","202,236","79,241","122,995","3,062,593","396,247","28,682","12,264","9,203","13,423","976,492","198,124","77,677","295,004","128,413","927,064","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"United States","311612","Meat Processed from Carcasses","2022","1,395","1,623","81,126,161","7,690,764","1,853,464","140,850","5,523,065","1,341,842","113,633","230,253","2,167,699","511,622","27,217","1,831,004","773,598","50,460","147,454","859,492","58,749,179","56,653,226","948,841","378,864","232,195","536,053","6,544,890","6,735","D","22,749,883","4,487,065","2,477,762","587,403","1,421,900","5,098,200","2,820,199","617,867","1,660,134","19,391,939","6,595,365","12,796,574","1,840,506","525,834","1,314,672","50,471","24,521","1,239,680","355,062","77,071","277,991","20,877,383","7,044,128","13,833,255","1,398,312","341,108","172,051","169,057","4,276,249","640,185","41,795","31,455","22,339","33,766","876,389","274,430","279,453","264,968","135,376","1,676,093","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"United States","311613","Rendering and Meat Byproduct Processing","2022","78","227","7,937,464","684,929","164,416","11,201","404,713","95,037","7,698","15,465","280,216","69,379","3,503","182,245","84,122","6,349","11,369","80,405","4,632,918","4,275,867","10,238","7,451","225,739","113,623","1,444,102","D","D","3,325,030","182,446","104,308","3,269","74,869","205,991","124,491","3,570","77,930","3,475,351","900,377","2,574,974","137,176","30,206","106,970","24,635","187","82,148","65,407","6,326","59,081","3,547,120","924,257","2,622,863","262,443","37,483","4,754","32,729","493,489","20,442","1,827","601","2,157","4,303","149,251","65,193","2,287","31,967","18,132","197,329","60% to less than 70%","30% to less than 40%","20% to less than 30%"
"United States","311615","Poultry Processing","2022","302","525","89,913,007","10,189,615","2,392,887","230,240","8,093,721","1,881,403","202,568","400,909","2,095,894","511,484","27,672","2,449,209","1,085,188","25,618","142,173","1,196,230","56,793,640","55,361,949","233,391","256,195","286,951","655,154","8,429,501","D","0","33,325,092","2,240,160","1,153,428","246,645","840,087","2,518,439","1,348,430","257,368","912,641","23,625,645","7,859,764","15,765,881","1,858,784","535,400","1,323,384","33,914","9,882","1,279,588","484,179","28,153","456,026","25,000,250","8,367,011","16,633,239","1,704,467","239,918","60,606","179,312","4,998,048","1,119,338","45,726","46,068","13,650","19,225","1,008,461","491,992","70,647","282,979","135,042","1,764,920","20% to less than 30%","10% to less than 20%","10% to less than 20%"
"United States","3117","Seafood Product Preparation and Packaging","2022","401","495","14,628,998","1,618,544","384,389","31,202","1,080,030","254,136","25,278","47,805","538,514","130,253","5,924","381,658","114,217","5,215","22,694","239,532","9,925,019","9,450,265","128,797","68,150","182,058","95,749","943,083","36,403","D","4,914,972","1,951,717","1,181,981","86,812","682,924","2,275,847","1,435,852","43,934","796,061","5,004,452","1,831,957","3,172,495","322,998","90,914","232,084","10,177","3,968","217,939","131,356","39,442","91,914","5,196,094","1,883,429","3,312,665","383,289","93,743","62,149","31,594","1,185,290","169,630","11,048","4,407","8,436","17,723","175,167","57,483","37,022","55,111","74,438","574,825","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","31171","Seafood Product Preparation and Packaging","2022","401","495","14,628,998","1,618,544","384,389","31,202","1,080,030","254,136","25,278","47,805","538,514","130,253","5,924","381,658","114,217","5,215","22,694","239,532","9,925,019","9,450,265","128,797","68,150","182,058","95,749","943,083","36,403","D","4,914,972","1,951,717","1,181,981","86,812","682,924","2,275,847","1,435,852","43,934","796,061","5,004,452","1,831,957","3,172,495","322,998","90,914","232,084","10,177","3,968","217,939","131,356","39,442","91,914","5,196,094","1,883,429","3,312,665","383,289","93,743","62,149","31,594","1,185,290","169,630","11,048","4,407","8,436","17,723","175,167","57,483","37,022","55,111","74,438","574,825","20% to less than 30%","10% to less than 20%","20% to less than 30%"
