"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"California","3116","Animal Slaughtering and Processing","2022","214","238","11,338,301","1,188,021","267,539","23,151","913,858","206,302","19,779","42,749","274,163","61,237","3,372","336,667","135,394","5,576","16,250","179,447","7,730,369","7,441,360","58,345","54,066","53,578","123,020","832,448","D","0","3,660,983","490,799","259,669","52,612","178,518","550,920","308,844","56,488","185,588","2,881,879","922,109","1,959,770","107,013","16,420","90,593","8,050","1,068","81,475","128,559","82,357","46,202","2,860,333","856,172","2,004,161","243,321","57,696","38,775","18,921","655,270","168,635","3,498","12,603","2,828","4,104","116,065","34,772","10,382","60,847","22,275","219,261","30% to less than 40%","10% to less than 20%","20% to less than 30%"
"California","31161","Animal Slaughtering and Processing","2022","214","238","11,338,301","1,188,021","267,539","23,151","913,858","206,302","19,779","42,749","274,163","61,237","3,372","336,667","135,394","5,576","16,250","179,447","7,730,369","7,441,360","58,345","54,066","53,578","123,020","832,448","D","0","3,660,983","490,799","259,669","52,612","178,518","550,920","308,844","56,488","185,588","2,881,879","922,109","1,959,770","107,013","16,420","90,593","8,050","1,068","81,475","128,559","82,357","46,202","2,860,333","856,172","2,004,161","243,321","57,696","38,775","18,921","655,270","168,635","3,498","12,603","2,828","4,104","116,065","34,772","10,382","60,847","22,275","219,261","30% to less than 40%","10% to less than 20%","20% to less than 30%"
"California","311611","Animal (except Poultry) Slaughtering","2022","33","34","3,813,548","344,091","77,966","6,895","274,700","62,496","5,804","12,475","69,391","15,470","1,091","87,687","28,251","566","4,407","54,463","2,445,670","2,357,621","D","23,653","D","33,427","205,308","0","0","1,386,361","121,561","82,939","D","D","137,514","100,095","D","D","912,840","402,102","510,738","39,842","5,084","34,758","789","139","33,830","93,931","77,525","16,406","858,751","329,661","529,090","66,608","11,990","5,687","6,303","149,778","27,106","535","625","425","731","26,795","8,265","1,473","23,197","6,934","53,692","40% to less than 50%","20% to less than 30%","30% to less than 40%"
"California","311612","Meat Processed from Carcasses","2022","139","145","4,639,406","419,140","97,956","7,555","296,392","70,489","6,234","11,783","122,748","27,467","1,321","99,072","33,493","1,620","7,406","56,553","3,302,772","3,180,836","36,003","24,220","16,795","44,918","295,009","D","0","1,366,885","274,266","154,083","28,436","91,747","321,576","181,952","30,818","108,806","959,934","312,419","647,515","45,883","3,632","42,251","4,461","710","37,080","20,178","4,607","15,571","985,639","311,444","674,195","111,104","30,495","23,230","7,265","332,242","83,038","1,304","11,695","1,772","2,155","50,300","12,496","8,178","15,218","8,600","137,486","30% to less than 40%","10% to less than 20%","10% to less than 20%"
"California","311613","Rendering and Meat Byproduct Processing","2022","9","16","397,425","60,216","15,060","833","40,429","10,010","649","1,274","19,787","5,050","184","19,388","9,884","2,373","1,089","6,042","178,720","154,901","0","241","14,407","9,171","57,741","0","0","D","11,229","D","D","D","12,305","D","D","D","178,628","44,007","134,621","3,676","395","3,281","1,476","8","1,797","1,335","D","D","180,969","44,310","136,659","13,930","2,364","1,087","1,277","15,473","1,212","129","105","D","D","5,076","938","D","776","1,021","4,664","80% to less than 90%","60% to less than 70%","40% to less than 50%"
"California","311615","Poultry Processing","2022","36","43","2,487,922","364,574","76,557","7,868","302,337","63,307","7,092","17,217","62,237","13,250","776","130,520","63,766","1,017","3,348","62,389","1,803,207","1,748,002","D","5,952","D","35,504","274,390","D","0","D","83,743","D","D","53,859","79,525","D","D","D","830,477","163,581","666,896","17,612","7,309","10,303","1,324","211","8,768","13,115","D","D","834,974","170,757","664,217","51,679","12,847","8,771","4,076","157,777","57,279","1,530","178","D","D","33,894","13,073","D","21,656","5,720","23,419","20% to less than 30%","Less than 10%","10% to less than 20%"
"California","3117","Seafood Product Preparation and Packaging","2022","33","36","820,341","69,187","17,085","1,322","49,319","12,600","1,105","2,186","19,868","4,485","217","22,329","7,599","667","870","13,193","624,958","573,809","40,123","2,592","2,981","5,453","30,133","0","0","199,853","129,914","44,579","3,219","82,116","133,812","49,624","2,644","81,544","181,367","53,201","128,166","D","D","6,006","646","106","5,254","D","D","D","183,761","57,059","126,702","9,257","9,952","7,943","2,009","69,820","22,722","158","179","451","589","7,283","2,791","860","6,274","2,451","26,062","20% to less than 30%","20% to less than 30%","30% to less than 40%"
"California","31171","Seafood Product Preparation and Packaging","2022","33","36","820,341","69,187","17,085","1,322","49,319","12,600","1,105","2,186","19,868","4,485","217","22,329","7,599","667","870","13,193","624,958","573,809","40,123","2,592","2,981","5,453","30,133","0","0","199,853","129,914","44,579","3,219","82,116","133,812","49,624","2,644","81,544","181,367","53,201","128,166","D","D","6,006","646","106","5,254","D","D","D","183,761","57,059","126,702","9,257","9,952","7,943","2,009","69,820","22,722","158","179","451","589","7,283","2,791","860","6,274","2,451","26,062","20% to less than 30%","20% to less than 30%","30% to less than 40%"
"California","311710","Seafood Product Preparation and Packaging","2022","33","36","820,341","69,187","17,085","1,322","49,319","12,600","1,105","2,186","19,868","4,485","217","22,329","7,599","667","870","13,193","624,958","573,809","40,123","2,592","2,981","5,453","30,133","0","0","199,853","129,914","44,579","3,219","82,116","133,812","49,624","2,644","81,544","181,367","53,201","128,166","D","D","6,006","646","106","5,254","D","D","D","183,761","57,059","126,702","9,257","9,952","7,943","2,009","69,820","22,722","158","179","451","589","7,283","2,791","860","6,274","2,451","26,062","20% to less than 30%","20% to less than 30%","30% to less than 40%"
"California","3118","Bakeries and Tortilla Manufacturing","2022","1,681","1,851","10,074,434","1,744,557","425,112","39,824","1,157,841","278,645","29,530","54,057","586,716","146,467","10,294","466,543","149,082","13,947","25,296","278,218","4,319,034","3,959,822","153,935","28,330","60,331","116,616","728,050","D","D","5,766,541","463,390","185,984","9,818","267,588","497,761","196,902","10,041","290,818","3,585,732","884,280","2,701,452","197,592","36,545","161,047","21,504","4,139","135,404","121,344","19,041","102,303","3,661,980","901,784","2,760,196","256,560","190,478","160,164","30,314","1,009,202","245,129","5,088","3,152","5,307","15,014","102,809","31,186","36,399","50,182","38,399","476,537","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","31181","Bread and Bakery Product Manufacturing","2022","1,489","1,637","6,468,773","1,261,798","306,905","30,465","851,762","203,154","22,167","39,469","410,036","103,751","8,298","335,815","101,824","12,451","15,155","206,385","2,710,149","2,457,750","116,790","19,694","43,087","72,828","440,438","D","D","3,752,824","267,764","118,192","6,127","143,445","268,001","111,764","6,755","149,482","2,253,773","566,252","1,687,521","123,210","22,250","100,960","13,868","2,831","84,261","98,615","18,297","80,318","2,278,368","570,205","1,708,163","163,140","120,497","102,749","17,748","534,632","129,469","3,144","2,215","3,410","11,508","68,433","21,630","21,271","35,789","25,519","212,244","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","311811","Retail Bakeries","2022","1,077","1,182","1,171,938","389,507","92,645","13,544","261,163","61,922","9,180","14,301","128,344","30,723","4,364","76,126","20,918","D","D","50,085","400,469","359,698","D","9,699","D","10,226","55,225","73","0","772,488","31,155","11,328","3,541","16,286","35,097","12,703","3,185","19,209","537,130","134,252","402,878","34,195","11,135","23,060","4,875","454","17,731","7,553","2,188","5,365","563,772","143,199","420,573","29,618","35,280","33,098","2,182","104,035","21,105","1,271","655","766","5,833","11,885","6,072","5,526","6,632","7,229","37,061","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","311812","Commercial Bakeries","2022","396","423","4,433,660","736,127","178,665","13,964","493,874","117,619","10,442","19,892","242,253","61,046","3,522","224,775","67,913","10,292","9,497","137,073","1,850,187","1,691,783","70,431","4,809","32,153","51,011","311,840","D","0","2,560,339","181,587","78,971","1,741","100,875","155,226","55,307","2,271","97,648","1,403,202","319,709","1,083,493","68,880","8,191","60,689","8,715","2,182","49,792","88,745","15,737","73,008","1,383,337","312,163","1,071,174","113,126","69,293","57,224","12,069","336,301","79,250","1,590","1,025","2,292","4,866","46,819","12,865","12,407","23,640","15,838","135,709","40% to less than 50%","20% to less than 30%","20% to less than 30%"
"California","311813","Frozen Cakes, Pies, and Other Pastries Manufacturing","2022","29","32","863,175","136,164","35,595","2,957","96,725","23,613","2,545","5,276","39,439","11,982","412","34,914","12,993","D","D","19,227","459,493","406,269","D","5,186","D","11,591","73,373","0","D","419,997","55,022","27,893","845","26,284","77,678","43,754","1,299","32,625","313,441","112,291","201,150","20,135","2,924","17,211","278","195","16,738","2,317","372","1,945","331,259","114,843","216,416","20,396","15,924","12,427","3,497","94,296","29,114","283","535","352","809","9,729","2,693","3,338","5,517","2,452","39,474","30% to less than 40%","20% to less than 30%","60% to less than 70%"
"California","31182","Cookie, Cracker, and Pasta Manufacturing","2022","122","128","2,225,239","228,662","57,392","4,329","127,660","32,355","3,229","5,606","101,002","25,037","1,100","61,237","22,995","821","6,205","31,216","1,042,713","1,000,780","2,467","4,774","7,324","27,368","178,263","0","0","1,194,721","147,988","53,381","2,918","91,689","169,367","66,301","2,193","100,873","868,382","187,332","681,050","30,421","6,344","24,077","6,688","598","16,791","9,466","D","D","889,337","193,005","696,332","62,068","30,912","25,132","5,780","373,834","104,163","852","758","1,088","2,407","24,704","5,517","13,400","10,450","7,599","202,896","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","311821","Cookie and Cracker Manufacturing","2022","66","68","755,603","110,898","28,657","2,446","65,939","17,272","1,951","3,223","44,959","11,385","495","29,429","9,826","186","2,695","16,722","248,175","234,440","1,304","3,781","1,752","6,898","41,272","0","0","510,078","61,218","17,980","2,668","40,570","62,483","21,513","1,785","39,185","347,009","64,679","282,330","14,572","870","13,702","5,096","230","8,376","1,725","D","D","359,856","65,265","294,591","27,908","13,686","11,894","1,792","92,178","31,055","333","443","440","881","4,449","2,883","4,202","4,579","3,129","39,784","20% to less than 30%","Less than 10%","20% to less than 30%"
"California","311824","Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour","2022","57","60","1,469,636","117,764","28,735","1,883","61,721","15,083","1,278","2,383","56,043","13,652","605","31,808","13,169","635","3,510","14,494","794,538","766,340","1,163","993","5,572","20,470","136,991","0","0","684,643","86,770","35,401","250","51,119","106,884","44,788","408","61,688","521,373","122,653","398,720","15,849","5,474","10,375","1,592","368","8,415","7,741","387","7,354","529,481","127,740","401,741","34,160","17,226","13,238","3,988","281,656","73,108","519","315","648","1,526","20,255","2,634","9,198","5,871","4,470","163,112","70% to less than 80%","40% to less than 50%","50% to less than 60%"
"California","31183","Tortilla Manufacturing","2022","76","86","1,380,422","254,097","60,815","5,030","178,419","43,136","4,134","8,982","75,678","17,679","896","69,491","24,263","675","3,936","40,617","566,172","501,292","34,678","3,862","9,920","16,420","109,349","D","0","818,996","47,638","14,411","773","32,454","60,393","18,837","1,093","40,463","463,577","130,696","332,881","43,961","7,951","36,010","948","710","34,352","13,263","D","D","494,275","138,574","355,701","31,352","39,069","32,283","6,786","100,736","11,497","1,092","179","809","1,099","9,672","4,039","1,728","3,943","5,281","61,397","20% to less than 30%","Less than 10%","20% to less than 30%"
"California","311830","Tortilla Manufacturing","2022","76","86","1,380,422","254,097","60,815","5,030","178,419","43,136","4,134","8,982","75,678","17,679","896","69,491","24,263","675","3,936","40,617","566,172","501,292","34,678","3,862","9,920","16,420","109,349","D","0","818,996","47,638","14,411","773","32,454","60,393","18,837","1,093","40,463","463,577","130,696","332,881","43,961","7,951","36,010","948","710","34,352","13,263","D","D","494,275","138,574","355,701","31,352","39,069","32,283","6,786","100,736","11,497","1,092","179","809","1,099","9,672","4,039","1,728","3,943","5,281","61,397","20% to less than 30%","Less than 10%","20% to less than 30%"
"California","3119","Other Food Manufacturing","2022","742","785","24,702,660","2,534,105","618,729","45,082","1,523,144","375,567","33,564","64,971","1,010,961","243,162","11,518","664,909","258,334","32,500","49,140","324,935","13,765,081","13,120,868","160,446","227,934","69,789","186,044","1,415,858","D","0","10,844,768","4,127,637","1,478,723","1,035,332","1,613,582","3,919,255","1,421,964","999,280","1,498,011","8,034,753","2,508,893","5,525,860","490,157","99,034","391,123","23,118","18,931","349,074","198,214","35,177","163,037","8,326,696","2,572,750","5,753,946","616,698","261,575","173,033","88,542","1,752,861","337,684","23,310","31,809","14,461","19,622","237,825","78,914","216,206","112,620","73,603","606,807","40% to less than 50%","20% to less than 30%","30% to less than 40%"
